ID,TEXT,TEXT_CLEANED,TOKENS,TOKENS_NO_STOP,TOKENS_LEMMATIZED,TEXT_PROCESSED,SENTIMENT
275,Zahid declined to disclose whether the lineup would feature new faces or incumbents.,zahid declined to disclose whether the lineup would feature new faces or incumbents,"['zahid', 'declined', 'to', 'disclose', 'whether', 'the', 'lineup', 'would', 'feature', 'new', 'faces', 'or', 'incumbents']","['zahid', 'declined', 'disclose', 'whether', 'lineup', 'would', 'feature', 'new', 'faces', 'incumbents']","['zahid', 'decline', 'disclose', 'whether', 'lineup', 'would', 'feature', 'new', 'face', 'incumbent']",zahid decline disclose whether lineup would feature new face incumbent,NEUTRAL
276,Details of the candidate roster will only be released after formal approval.,details of the candidate roster will only be released after formal approval,"['details', 'of', 'the', 'candidate', 'roster', 'will', 'only', 'be', 'released', 'after', 'formal', 'approval']","['details', 'candidate', 'roster', 'released', 'formal', 'approval']","['detail', 'candidate', 'roster', 'release', 'formal', 'approval']",detail candidate roster release formal approval,NEUTRAL
277,The update comes as political parties intensify preparations for the election.,the update comes as political parties intensify preparations for the election,"['the', 'update', 'comes', 'as', 'political', 'parties', 'intensify', 'preparations', 'for', 'the', 'election']","['update', 'comes', 'political', 'parties', 'intensify', 'preparations', 'election']","['update', 'come', 'political', 'party', 'intensify', 'preparation', 'election']",update come political party intensify preparation election,NEUTRAL
278,The Election Commission set June 27 as nomination day for the state election.,the election commission set june 27 as nomination day for the state election,"['the', 'election', 'commission', 'set', 'june', '27', 'as', 'nomination', 'day', 'for', 'the', 'state', 'election']","['election', 'commission', 'set', 'june', '27', 'nomination', 'day', 'state', 'election']","['election', 'commission', 'set', 'june', '27', 'nomination', 'day', 'state', 'election']",election commission set june 27 nomination day state election,NEUTRAL
279,Early voting is scheduled for July 7.,early voting is scheduled for july 7,"['early', 'voting', 'is', 'scheduled', 'for', 'july', '7']","['early', 'voting', 'scheduled', 'july', '7']","['early', 'voting', 'schedule', 'july', '7']",early voting schedule july 7,NEUTRAL
280,Polling day has been set for July 11.,polling day has been set for july 11,"['polling', 'day', 'has', 'been', 'set', 'for', 'july', '11']","['polling', 'day', 'set', 'july', '11']","['poll', 'day', 'set', 'july', '11']",poll day set july 11,NEUTRAL
281,Pakatan Harapan has already begun announcing its candidates.,pakatan harapan has already begun announcing its candidates,"['pakatan', 'harapan', 'has', 'already', 'begun', 'announcing', 'its', 'candidates']","['pakatan', 'harapan', 'already', 'begun', 'announcing', 'candidates']","['pakatan', 'harapan', 'already', 'begin', 'announce', 'candidate']",pakatan harapan already begin announce candidate,NEUTRAL
282,Saifuddin Nasution Ismail named Arthur Chiong Sen Sern as a candidate.,saifuddin nasution ismail named arthur chiong sen sern as a candidate,"['saifuddin', 'nasution', 'ismail', 'named', 'arthur', 'chiong', 'sen', 'sern', 'as', 'a', 'candidate']","['saifuddin', 'nasution', 'ismail', 'named', 'arthur', 'chiong', 'sen', 'sern', 'candidate']","['saifuddin', 'nasution', 'ismail', 'name', 'arthur', 'chiong', 'sen', 'sern', 'candidate']",saifuddin nasution ismail name arthur chiong sen sern candidate,NEUTRAL
283,Political analysts are closely monitoring BN's candidate selection process.,political analysts are closely monitoring bns candidate selection process,"['political', 'analysts', 'are', 'closely', 'monitoring', 'bns', 'candidate', 'selection', 'process']","['political', 'analysts', 'closely', 'monitoring', 'bns', 'candidate', 'selection', 'process']","['political', 'analyst', 'closely', 'monitor', 'bns', 'candidate', 'selection', 'process']",political analyst closely monitor bns candidate selection process,NEUTRAL
284,Political parties are aligning resources ahead of the state election.,political parties are aligning resources ahead of the state election,"['political', 'parties', 'are', 'aligning', 'resources', 'ahead', 'of', 'the', 'state', 'election']","['political', 'parties', 'aligning', 'resources', 'ahead', 'state', 'election']","['political', 'party', 'align', 'resource', 'ahead', 'state', 'election']",political party align resource ahead state election,NEUTRAL
285,Onn Hafiz said he would rather give up his position than sit at the same table with DAP.,onn hafiz said he would rather give up his position than sit at the same table with dap,"['onn', 'hafiz', 'said', 'he', 'would', 'rather', 'give', 'up', 'his', 'position', 'than', 'sit', 'at', 'the', 'same', 'table', 'with', 'dap']","['onn', 'hafiz', 'said', 'would', 'rather', 'give', 'position', 'sit', 'table', 'dap']","['onn', 'hafiz', 'say', 'would', 'rather', 'give', 'position', 'sit', 'table', 'dap']",onn hafiz say would rather give position sit table dap,NEGATIVE
286,The statement resonated with parts of his political support base.,the statement resonated with parts of his political support base,"['the', 'statement', 'resonated', 'with', 'parts', 'of', 'his', 'political', 'support', 'base']","['statement', 'resonated', 'parts', 'political', 'support', 'base']","['statement', 'resonate', 'part', 'political', 'support', 'base']",statement resonate part political support base,NEUTRAL
287,Johor's development has been supported by cooperation with the federal government.,johors development has been supported by cooperation with the federal government,"['johors', 'development', 'has', 'been', 'supported', 'by', 'cooperation', 'with', 'the', 'federal', 'government']","['johors', 'development', 'supported', 'cooperation', 'federal', 'government']","['johors', 'development', 'support', 'cooperation', 'federal', 'government']",johors development support cooperation federal government,POSITIVE
288,Johor's economic momentum did not occur in isolation.,johors economic momentum did not occur in isolation,"['johors', 'economic', 'momentum', 'did', 'not', 'occur', 'in', 'isolation']","['johors', 'economic', 'momentum', 'not', 'occur', 'isolation']","['johors', 'economic', 'momentum', 'not', 'occur', 'isolation']",johors economic momentum not occur isolation,NEUTRAL
289,"The unity government includes PKR, Umno and DAP.",the unity government includes pkr umno and dap,"['the', 'unity', 'government', 'includes', 'pkr', 'umno', 'and', 'dap']","['unity', 'government', 'includes', 'pkr', 'umno', 'dap']","['unity', 'government', 'include', 'pkr', 'umno', 'dap']",unity government include pkr umno dap,NEUTRAL
290,The Johor-Singapore Special Economic Zone is one of the state's most significant economic initiatives.,the johor singapore special economic zone is one of the states most significant economic initiatives,"['the', 'johor', 'singapore', 'special', 'economic', 'zone', 'is', 'one', 'of', 'the', 'states', 'most', 'significant', 'economic', 'initiatives']","['johor', 'singapore', 'special', 'economic', 'zone', 'one', 'states', 'significant', 'economic', 'initiatives']","['johor', 'singapore', 'special', 'economic', 'zone', 'one', 'state', 'significant', 'economic', 'initiative']",johor singapore special economic zone one state significant economic initiative,POSITIVE
291,"The initiative aims to attract investment, create jobs and strengthen economic activity.",the initiative aims to attract investment create jobs and strengthen economic activity,"['the', 'initiative', 'aims', 'to', 'attract', 'investment', 'create', 'jobs', 'and', 'strengthen', 'economic', 'activity']","['initiative', 'aims', 'attract', 'investment', 'create', 'jobs', 'strengthen', 'economic', 'activity']","['initiative', 'aim', 'attract', 'investment', 'create', 'job', 'strengthen', 'economic', 'activity']",initiative aim attract investment create job strengthen economic activity,POSITIVE
292,The project required support and negotiations from the federal government.,the project required support and negotiations from the federal government,"['the', 'project', 'required', 'support', 'and', 'negotiations', 'from', 'the', 'federal', 'government']","['project', 'required', 'support', 'negotiations', 'federal', 'government']","['project', 'require', 'support', 'negotiation', 'federal', 'government']",project require support negotiation federal government,NEUTRAL
293,The RTS Link is expected to improve connectivity between Johor Bahru and Singapore.,the rts link is expected to improve connectivity between johor bahru and singapore,"['the', 'rts', 'link', 'is', 'expected', 'to', 'improve', 'connectivity', 'between', 'johor', 'bahru', 'and', 'singapore']","['rts', 'link', 'expected', 'improve', 'connectivity', 'johor', 'bahru', 'singapore']","['rts', 'link', 'expect', 'improve', 'connectivity', 'johor', 'bahru', 'singapore']",rts link expect improve connectivity johor bahru singapore,POSITIVE
294,The project involved cooperation between national governments.,the project involved cooperation between national governments,"['the', 'project', 'involved', 'cooperation', 'between', 'national', 'governments']","['project', 'involved', 'cooperation', 'national', 'governments']","['project', 'involve', 'cooperation', 'national', 'government']",project involve cooperation national government,NEUTRAL
295,Forest City received new support through federal policy decisions and incentives.,forest city received new support through federal policy decisions and incentives,"['forest', 'city', 'received', 'new', 'support', 'through', 'federal', 'policy', 'decisions', 'and', 'incentives']","['forest', 'city', 'received', 'new', 'support', 'federal', 'policy', 'decisions', 'incentives']","['forest', 'city', 'receive', 'new', 'support', 'federal', 'policy', 'decision', 'incentive']",forest city receive new support federal policy decision incentive,POSITIVE
296,Several development projects have benefited from coordination between the state and federal governments.,several development projects have benefited from coordination between the state and federal governments,"['several', 'development', 'projects', 'have', 'benefited', 'from', 'coordination', 'between', 'the', 'state', 'and', 'federal', 'governments']","['several', 'development', 'projects', 'benefited', 'coordination', 'state', 'federal', 'governments']","['several', 'development', 'project', 'benefit', 'coordination', 'state', 'federal', 'government']",several development project benefit coordination state federal government,POSITIVE
297,Cooperation between different political parties already exists at the federal level.,cooperation between different political parties already exists at the federal level,"['cooperation', 'between', 'different', 'political', 'parties', 'already', 'exists', 'at', 'the', 'federal', 'level']","['cooperation', 'different', 'political', 'parties', 'already', 'exists', 'federal', 'level']","['cooperation', 'different', 'political', 'party', 'already', 'exist', 'federal', 'level']",cooperation different political party already exist federal level,NEUTRAL
298,"Cabinet meetings bring together leaders from Umno, DAP and PKR.",cabinet meetings bring together leaders from umno dap and pkr,"['cabinet', 'meetings', 'bring', 'together', 'leaders', 'from', 'umno', 'dap', 'and', 'pkr']","['cabinet', 'meetings', 'bring', 'together', 'leaders', 'umno', 'dap', 'pkr']","['cabinet', 'meeting', 'bring', 'together', 'leader', 'umno', 'dap', 'pkr']",cabinet meeting bring together leader umno dap pkr,NEUTRAL
299,Policies affecting Johor are discussed and implemented through this framework.,policies affecting johor are discussed and implemented through this framework,"['policies', 'affecting', 'johor', 'are', 'discussed', 'and', 'implemented', 'through', 'this', 'framework']","['policies', 'affecting', 'johor', 'discussed', 'implemented', 'framework']","['policy', 'affect', 'johor', 'discuss', 'implement', 'framework']",policy affect johor discuss implement framework,NEUTRAL
300,Johor has benefited from the current federal arrangement.,johor has benefited from the current federal arrangement,"['johor', 'has', 'benefited', 'from', 'the', 'current', 'federal', 'arrangement']","['johor', 'benefited', 'current', 'federal', 'arrangement']","['johor', 'benefit', 'current', 'federal', 'arrangement']",johor benefit current federal arrangement,POSITIVE
301,Development and investment require cooperation across political differences.,development and investment require cooperation across political differences,"['development', 'and', 'investment', 'require', 'cooperation', 'across', 'political', 'differences']","['development', 'investment', 'require', 'cooperation', 'across', 'political', 'differences']","['development', 'investment', 'require', 'cooperation', 'across', 'political', 'difference']",development investment require cooperation across political difference,POSITIVE
302,Johor's recent progress reflects the importance of such cooperation.,johors recent progress reflects the importance of such cooperation,"['johors', 'recent', 'progress', 'reflects', 'the', 'importance', 'of', 'such', 'cooperation']","['johors', 'recent', 'progress', 'reflects', 'importance', 'cooperation']","['johors', 'recent', 'progress', 'reflect', 'importance', 'cooperation']",johors recent progress reflect importance cooperation,POSITIVE
303,The article questions whether political leaders are willing to acknowledge this reality.,the article questions whether political leaders are willing to acknowledge this reality,"['the', 'article', 'questions', 'whether', 'political', 'leaders', 'are', 'willing', 'to', 'acknowledge', 'this', 'reality']","['article', 'questions', 'whether', 'political', 'leaders', 'willing', 'acknowledge', 'reality']","['article', 'question', 'whether', 'political', 'leader', 'willing', 'acknowledge', 'reality']",article question whether political leader willing acknowledge reality,NEUTRAL
304,The country's political landscape is expected to experience another shake-up.,the countrys political landscape is expected to experience another shake up,"['the', 'countrys', 'political', 'landscape', 'is', 'expected', 'to', 'experience', 'another', 'shake', 'up']","['countrys', 'political', 'landscape', 'expected', 'experience', 'another', 'shake']","['countrys', 'political', 'landscape', 'expect', 'experience', 'another', 'shake']",countrys political landscape expect experience another shake,NEGATIVE
305,Legal action is expected to be taken against several prominent individuals.,legal action is expected to be taken against several prominent individuals,"['legal', 'action', 'is', 'expected', 'to', 'be', 'taken', 'against', 'several', 'prominent', 'individuals']","['legal', 'action', 'expected', 'taken', 'against', 'several', 'prominent', 'individuals']","['legal', 'action', 'expect', 'take', 'against', 'several', 'prominent', 'individual']",legal action expect take against several prominent individual,NEGATIVE
306,"Several political figures, including former senior officials, are expected to be charged soon.",several political figures including former senior officials are expected to be charged soon,"['several', 'political', 'figures', 'including', 'former', 'senior', 'officials', 'are', 'expected', 'to', 'be', 'charged', 'soon']","['several', 'political', 'figures', 'including', 'former', 'senior', 'officials', 'expected', 'charged', 'soon']","['several', 'political', 'figure', 'include', 'former', 'senior', 'official', 'expect', 'charge', 'soon']",several political figure include former senior official expect charge soon,NEGATIVE
307,Three individuals are expected to be arrested and charged in court next week.,three individuals are expected to be arrested and charged in court next week,"['three', 'individuals', 'are', 'expected', 'to', 'be', 'arrested', 'and', 'charged', 'in', 'court', 'next', 'week']","['three', 'individuals', 'expected', 'arrested', 'charged', 'court', 'next', 'week']","['three', 'individual', 'expect', 'arrest', 'charge', 'court', 'next', 'week']",three individual expect arrest charge court next week,NEGATIVE
308,The expected charges involve corruption and abuse of power.,the expected charges involve corruption and abuse of power,"['the', 'expected', 'charges', 'involve', 'corruption', 'and', 'abuse', 'of', 'power']","['expected', 'charges', 'involve', 'corruption', 'abuse', 'power']","['expect', 'charge', 'involve', 'corruption', 'abuse', 'power']",expect charge involve corruption abuse power,NEGATIVE
309,The individuals will be arrested once investigations are completed.,the individuals will be arrested once investigations are completed,"['the', 'individuals', 'will', 'be', 'arrested', 'once', 'investigations', 'are', 'completed']","['individuals', 'arrested', 'investigations', 'completed']","['individual', 'arrest', 'investigation', 'complete']",individual arrest investigation complete,NEGATIVE
310,Reports indicated that the MACC will bring more prominent individuals to court next week.,reports indicated that the macc will bring more prominent individuals to court next week,"['reports', 'indicated', 'that', 'the', 'macc', 'will', 'bring', 'more', 'prominent', 'individuals', 'to', 'court', 'next', 'week']","['reports', 'indicated', 'macc', 'bring', 'prominent', 'individuals', 'court', 'next', 'week']","['report', 'indicate', 'macc', 'bring', 'prominent', 'individual', 'court', 'next', 'week']",report indicate macc bring prominent individual court next week,NEGATIVE
311,The investigations involve multiple cases rather than a single offence.,the investigations involve multiple cases rather than a single offence,"['the', 'investigations', 'involve', 'multiple', 'cases', 'rather', 'than', 'a', 'single', 'offence']","['investigations', 'involve', 'multiple', 'cases', 'rather', 'single', 'offence']","['investigation', 'involve', 'multiple', 'case', 'rather', 'single', 'offence']",investigation involve multiple case rather single offence,NEGATIVE
312,"The source stated that the investigations are detailed, transparent and open.",the source stated that the investigations are detailed transparent and open,"['the', 'source', 'stated', 'that', 'the', 'investigations', 'are', 'detailed', 'transparent', 'and', 'open']","['source', 'stated', 'investigations', 'detailed', 'transparent', 'open']","['source', 'state', 'investigation', 'detailed', 'transparent', 'open']",source state investigation detailed transparent open,POSITIVE
313,The source denied that the investigations were part of a conspiracy.,the source denied that the investigations were part of a conspiracy,"['the', 'source', 'denied', 'that', 'the', 'investigations', 'were', 'part', 'of', 'a', 'conspiracy']","['source', 'denied', 'investigations', 'part', 'conspiracy']","['source', 'deny', 'investigation', 'part', 'conspiracy']",source deny investigation part conspiracy,NEUTRAL
314,Corruption and abuse of power cases involving politicians are not new in Malaysia.,corruption and abuse of power cases involving politicians are not new in malaysia,"['corruption', 'and', 'abuse', 'of', 'power', 'cases', 'involving', 'politicians', 'are', 'not', 'new', 'in', 'malaysia']","['corruption', 'abuse', 'power', 'cases', 'involving', 'politicians', 'not', 'new', 'malaysia']","['corruption', 'abuse', 'power', 'case', 'involve', 'politician', 'not', 'new', 'malaysia']",corruption abuse power case involve politician not new malaysia,NEGATIVE
315,Some political figures are still undergoing trial proceedings.,some political figures are still undergoing trial proceedings,"['some', 'political', 'figures', 'are', 'still', 'undergoing', 'trial', 'proceedings']","['political', 'figures', 'still', 'undergoing', 'trial', 'proceedings']","['political', 'figure', 'still', 'undergo', 'trial', 'proceeding']",political figure still undergo trial proceeding,NEGATIVE
316,The upcoming prosecutions demonstrate efforts to address corruption and abuse of power.,the upcoming prosecutions demonstrate efforts to address corruption and abuse of power,"['the', 'upcoming', 'prosecutions', 'demonstrate', 'efforts', 'to', 'address', 'corruption', 'and', 'abuse', 'of', 'power']","['upcoming', 'prosecutions', 'demonstrate', 'efforts', 'address', 'corruption', 'abuse', 'power']","['upcoming', 'prosecution', 'demonstrate', 'effort', 'address', 'corruption', 'abuse', 'power']",upcoming prosecution demonstrate effort address corruption abuse power,POSITIVE
317,The prosecutions will serve as a benchmark for the new MACC Chief Commissioner.,the prosecutions will serve as a benchmark for the new macc chief commissioner,"['the', 'prosecutions', 'will', 'serve', 'as', 'a', 'benchmark', 'for', 'the', 'new', 'macc', 'chief', 'commissioner']","['prosecutions', 'serve', 'benchmark', 'new', 'macc', 'chief', 'commissioner']","['prosecution', 'serve', 'benchmark', 'new', 'macc', 'chief', 'commissioner']",prosecution serve benchmark new macc chief commissioner,NEUTRAL
318,The MACC Chief Commissioner has pledged to fight corruption at the grassroots level.,the macc chief commissioner has pledged to fight corruption at the grassroots level,"['the', 'macc', 'chief', 'commissioner', 'has', 'pledged', 'to', 'fight', 'corruption', 'at', 'the', 'grassroots', 'level']","['macc', 'chief', 'commissioner', 'pledged', 'fight', 'corruption', 'grassroots', 'level']","['macc', 'chief', 'commissioner', 'pledge', 'fight', 'corruption', 'grassroots', 'level']",macc chief commissioner pledge fight corruption grassroots level,POSITIVE
319,The MACC detained 73 individuals in connection with an alleged RM9 million fraud syndicate.,the macc detained 73 individuals in connection with an alleged rm9 million fraud syndicate,"['the', 'macc', 'detained', '73', 'individuals', 'in', 'connection', 'with', 'an', 'alleged', 'rm9', 'million', 'fraud', 'syndicate']","['macc', 'detained', '73', 'individuals', 'connection', 'alleged', 'rm9', 'million', 'fraud', 'syndicate']","['macc', 'detain', '73', 'individual', 'connection', 'allege', 'rm9', 'million', 'fraud', 'syndicate']",macc detain 73 individual connection allege rm9 million fraud syndicate,NEGATIVE
320,The suspects are believed to include agents and company owners involved in falsified claims.,the suspects are believed to include agents and company owners involved in falsified claims,"['the', 'suspects', 'are', 'believed', 'to', 'include', 'agents', 'and', 'company', 'owners', 'involved', 'in', 'falsified', 'claims']","['suspects', 'believed', 'include', 'agents', 'company', 'owners', 'involved', 'falsified', 'claims']","['suspect', 'believe', 'include', 'agent', 'company', 'owner', 'involve', 'falsified', 'claim']",suspect believe include agent company owner involve falsified claim,NEGATIVE
321,The arrests were carried out at MACC offices nationwide.,the arrests were carried out at macc offices nationwide,"['the', 'arrests', 'were', 'carried', 'out', 'at', 'macc', 'offices', 'nationwide']","['arrests', 'carried', 'macc', 'offices', 'nationwide']","['arrest', 'carry', 'macc', 'office', 'nationwide']",arrest carry macc office nationwide,NEUTRAL
322,The offences were allegedly committed between 2024 and 2025.,the offences were allegedly committed between 2024 and 2025,"['the', 'offences', 'were', 'allegedly', 'committed', 'between', '2024', 'and', '2025']","['offences', 'allegedly', 'committed', '2024', '2025']","['offence', 'allegedly', 'commit', '2024', '2025']",offence allegedly commit 2024 2025,NEGATIVE
323,The suspects allegedly submitted false claims involving government wage subsidies.,the suspects allegedly submitted false claims involving government wage subsidies,"['the', 'suspects', 'allegedly', 'submitted', 'false', 'claims', 'involving', 'government', 'wage', 'subsidies']","['suspects', 'allegedly', 'submitted', 'false', 'claims', 'involving', 'government', 'wage', 'subsidies']","['suspect', 'allegedly', 'submit', 'false', 'claim', 'involve', 'government', 'wage', 'subsidy']",suspect allegedly submit false claim involve government wage subsidy,NEGATIVE
324,The case involves alleged abuse of the Daya Kerjaya 2.0 incentive programme.,the case involves alleged abuse of the daya kerjaya 20 incentive programme,"['the', 'case', 'involves', 'alleged', 'abuse', 'of', 'the', 'daya', 'kerjaya', '20', 'incentive', 'programme']","['case', 'involves', 'alleged', 'abuse', 'daya', 'kerjaya', '20', 'incentive', 'programme']","['case', 'involve', 'allege', 'abuse', 'daya', 'kerjaya', '20', 'incentive', 'programme']",case involve allege abuse daya kerjaya 20 incentive programme,NEGATIVE
325,Investigators are examining whether companies falsely declared employment to obtain payouts.,investigators are examining whether companies falsely declared employment to obtain payouts,"['investigators', 'are', 'examining', 'whether', 'companies', 'falsely', 'declared', 'employment', 'to', 'obtain', 'payouts']","['investigators', 'examining', 'whether', 'companies', 'falsely', 'declared', 'employment', 'obtain', 'payouts']","['investigator', 'examine', 'whether', 'company', 'falsely', 'declare', 'employment', 'obtain', 'payouts']",investigator examine whether company falsely declare employment obtain payouts,NEGATIVE
326,The MACC conducted a nationwide operation in collaboration with SOCSO.,the macc conducted a nationwide operation in collaboration with socso,"['the', 'macc', 'conducted', 'a', 'nationwide', 'operation', 'in', 'collaboration', 'with', 'socso']","['macc', 'conducted', 'nationwide', 'operation', 'collaboration', 'socso']","['macc', 'conduct', 'nationwide', 'operation', 'collaboration', 'socso']",macc conduct nationwide operation collaboration socso,NEUTRAL
327,Raids were carried out at 90 company premises across the country.,raids were carried out at 90 company premises across the country,"['raids', 'were', 'carried', 'out', 'at', '90', 'company', 'premises', 'across', 'the', 'country']","['raids', 'carried', '90', 'company', 'premises', 'across', 'country']","['raid', 'carry', '90', 'company', 'premise', 'across', 'country']",raid carry 90 company premise across country,NEGATIVE
328,Authorities initially detained 83 individuals during the operation.,authorities initially detained 83 individuals during the operation,"['authorities', 'initially', 'detained', '83', 'individuals', 'during', 'the', 'operation']","['authorities', 'initially', 'detained', '83', 'individuals', 'operation']","['authority', 'initially', 'detain', '83', 'individual', 'operation']",authority initially detain 83 individual operation,NEGATIVE
329,Investigators have been tracking the suspected network since November last year.,investigators have been tracking the suspected network since november last year,"['investigators', 'have', 'been', 'tracking', 'the', 'suspected', 'network', 'since', 'november', 'last', 'year']","['investigators', 'tracking', 'suspected', 'network', 'since', 'november', 'last', 'year']","['investigator', 'track', 'suspect', 'network', 'since', 'november', 'last', 'year']",investigator track suspect network since november last year,NEGATIVE
330,Intelligence linked approximately 320 individuals to the suspected scheme.,intelligence linked approximately 320 individuals to the suspected scheme,"['intelligence', 'linked', 'approximately', '320', 'individuals', 'to', 'the', 'suspected', 'scheme']","['intelligence', 'linked', 'approximately', '320', 'individuals', 'suspected', 'scheme']","['intelligence', 'link', 'approximately', '320', 'individual', 'suspect', 'scheme']",intelligence link approximately 320 individual suspect scheme,NEGATIVE
331,The MACC recorded 104 statements from suspects and witnesses.,the macc recorded 104 statements from suspects and witnesses,"['the', 'macc', 'recorded', '104', 'statements', 'from', 'suspects', 'and', 'witnesses']","['macc', 'recorded', '104', 'statements', 'suspects', 'witnesses']","['macc', 'record', '104', 'statement', 'suspect', 'witness']",macc record 104 statement suspect witness,NEUTRAL
332,"Authorities froze 25 company bank accounts worth approximately RM390,000.",authorities froze 25 company bank accounts worth approximately rm390000,"['authorities', 'froze', '25', 'company', 'bank', 'accounts', 'worth', 'approximately', 'rm390000']","['authorities', 'froze', '25', 'company', 'bank', 'accounts', 'worth', 'approximately', 'rm390000']","['authority', 'freeze', '25', 'company', 'bank', 'account', 'worth', 'approximately', 'rm390000']",authority freeze 25 company bank account worth approximately rm390000,NEGATIVE
333,The MACC Chief Commissioner confirmed the arrests.,the macc chief commissioner confirmed the arrests,"['the', 'macc', 'chief', 'commissioner', 'confirmed', 'the', 'arrests']","['macc', 'chief', 'commissioner', 'confirmed', 'arrests']","['macc', 'chief', 'commissioner', 'confirm', 'arrest']",macc chief commissioner confirm arrest,NEUTRAL
334,Investigations are being conducted under Section 18 of the MACC Act 2009.,investigations are being conducted under section 18 of the macc act 2009,"['investigations', 'are', 'being', 'conducted', 'under', 'section', '18', 'of', 'the', 'macc', 'act', '2009']","['investigations', 'conducted', 'section', '18', 'macc', 'act', '2009']","['investigation', 'conduct', 'section', '18', 'macc', 'act', '2009']",investigation conduct section 18 macc act 2009,NEUTRAL
335,Further updates will be provided as investigations continue.,further updates will be provided as investigations continue,"['further', 'updates', 'will', 'be', 'provided', 'as', 'investigations', 'continue']","['updates', 'provided', 'investigations', 'continue']","['update', 'provide', 'investigation', 'continue']",update provide investigation continue,NEUTRAL
336,The government will not protect any JPJ officer involved in corruption.,the government will not protect any jpj officer involved in corruption,"['the', 'government', 'will', 'not', 'protect', 'any', 'jpj', 'officer', 'involved', 'in', 'corruption']","['government', 'not', 'protect', 'jpj', 'officer', 'involved', 'corruption']","['government', 'not', 'protect', 'jpj', 'officer', 'involve', 'corruption']",government not protect jpj officer involve corruption,POSITIVE
337,The Transport Minister said JPJ has a zero-tolerance policy towards bribery and abuse of power.,the transport minister said jpj has a zero tolerance policy towards bribery and abuse of power,"['the', 'transport', 'minister', 'said', 'jpj', 'has', 'a', 'zero', 'tolerance', 'policy', 'towards', 'bribery', 'and', 'abuse', 'of', 'power']","['transport', 'minister', 'said', 'jpj', 'zero', 'tolerance', 'policy', 'towards', 'bribery', 'abuse', 'power']","['transport', 'minister', 'say', 'jpj', 'zero', 'tolerance', 'policy', 'towards', 'bribery', 'abuse', 'power']",transport minister say jpj zero tolerance policy towards bribery abuse power,POSITIVE
338,Allegations emerged that an e-hailing driver paid RM800 to a JPJ officer.,allegations emerged that an ehailing driver paid rm800 to a jpj officer,"['allegations', 'emerged', 'that', 'an', 'ehailing', 'driver', 'paid', 'rm800', 'to', 'a', 'jpj', 'officer']","['allegations', 'emerged', 'ehailing', 'driver', 'paid', 'rm800', 'jpj', 'officer']","['allegation', 'emerge', 'ehailing', 'driver', 'pay', 'rm800', 'jpj', 'officer']",allegation emerge ehailing driver pay rm800 jpj officer,NEGATIVE
339,The allegation involved an enforcement offence linked to third-party booking activities.,the allegation involved an enforcement offence linked to third party booking activities,"['the', 'allegation', 'involved', 'an', 'enforcement', 'offence', 'linked', 'to', 'third', 'party', 'booking', 'activities']","['allegation', 'involved', 'enforcement', 'offence', 'linked', 'third', 'party', 'booking', 'activities']","['allegation', 'involve', 'enforcement', 'offence', 'link', 'third', 'party', 'booking', 'activity']",allegation involve enforcement offence link third party booking activity,NEGATIVE
340,Loke urged individuals with evidence to report the matter to the MACC.,loke urged individuals with evidence to report the matter to the macc,"['loke', 'urged', 'individuals', 'with', 'evidence', 'to', 'report', 'the', 'matter', 'to', 'the', 'macc']","['loke', 'urged', 'individuals', 'evidence', 'report', 'matter', 'macc']","['loke', 'urged', 'individual', 'evidence', 'report', 'matter', 'macc']",loke urged individual evidence report matter macc,NEUTRAL
341,Enforcement agencies are prepared to act against offenders regardless of rank.,enforcement agencies are prepared to act against offenders regardless of rank,"['enforcement', 'agencies', 'are', 'prepared', 'to', 'act', 'against', 'offenders', 'regardless', 'of', 'rank']","['enforcement', 'agencies', 'prepared', 'act', 'against', 'offenders', 'regardless', 'rank']","['enforcement', 'agency', 'prepare', 'act', 'against', 'offender', 'regardless', 'rank']",enforcement agency prepare act against offender regardless rank,POSITIVE
342,The minister said there would be no compromise on corruption issues.,the minister said there would be no compromise on corruption issues,"['the', 'minister', 'said', 'there', 'would', 'be', 'no', 'compromise', 'on', 'corruption', 'issues']","['minister', 'said', 'would', 'no', 'compromise', 'corruption', 'issues']","['minister', 'say', 'would', 'no', 'compromise', 'corruption', 'issue']",minister say would no compromise corruption issue,POSITIVE
343,Individuals who accepted bribes should face action from the MACC.,individuals who accepted bribes should face action from the macc,"['individuals', 'who', 'accepted', 'bribes', 'should', 'face', 'action', 'from', 'the', 'macc']","['individuals', 'accepted', 'bribes', 'face', 'action', 'macc']","['individual', 'accept', 'bribes', 'face', 'action', 'macc']",individual accept bribes face action macc,NEGATIVE
344,JPJ has worked with anti-corruption authorities to strengthen integrity measures.,jpj has worked with anti corruption authorities to strengthen integrity measures,"['jpj', 'has', 'worked', 'with', 'anti', 'corruption', 'authorities', 'to', 'strengthen', 'integrity', 'measures']","['jpj', 'worked', 'anti', 'corruption', 'authorities', 'strengthen', 'integrity', 'measures']","['jpj', 'work', 'anti', 'corruption', 'authority', 'strengthen', 'integrity', 'measure']",jpj work anti corruption authority strengthen integrity measure,POSITIVE
